Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Income_per_Family_Member,Loan_to_Income_Ratio
LP001691,Male,Yes,2.0,Not Graduate,No,3917,0.0,124.0,360.0,1.0,Semiurban,Y,1305.6666666666667,0.03164880040837162
LP001692,Female,No,0.0,Not Graduate,No,4408,0.0,120.0,360.0,1.0,Semiurban,Y,4408.0,0.027217056021773645
LP001693,Female,No,0.0,Graduate,No,3244,0.0,80.0,360.0,1.0,Urban,Y,3244.0,0.02465331278890601
LP001698,Male,No,0.0,Not Graduate,No,3975,2531.0,55.0,360.0,1.0,Rural,Y,6506.0,0.013832997987927566
LP001699,Male,No,0.0,Graduate,No,2479,0.0,59.0,360.0,1.0,Urban,Y,2479.0,0.02379032258064516
LP001702,Male,No,0.0,Graduate,No,3418,0.0,127.0,360.0,1.0,Semiurban,N,3418.0,0.03714536414156186
LP001708,Female,No,0.0,Graduate,No,10000,0.0,214.0,360.0,1.0,Semiurban,N,10000.0,0.021397860213978603
LP001711,Male,Yes,,Graduate,No,3430,1250.0,128.0,360.0,0.0,Semiurban,N,4680.0,0.03730690760711163
LP001713,Male,Yes,1.0,Graduate,Yes,7787,0.0,240.0,360.0,1.0,Urban,Y,3893.5,0.030816640986132512
LP001715,Male,Yes,,Not Graduate,Yes,5703,0.0,130.0,360.0,1.0,Rural,Y,5703.0,0.02279102384291725
LP001716,Male,Yes,0.0,Graduate,No,3173,3021.0,137.0,360.0,1.0,Urban,Y,6194.0,0.04316320100819156
LP001720,Male,Yes,,Not Graduate,No,3850,983.0,100.0,360.0,1.0,Semiurban,Y,4833.0,0.025967281225655673
LP001722,Male,Yes,0.0,Graduate,No,150,1800.0,135.0,360.0,1.0,Rural,N,1950.0,0.8940397350993378
LP001726,Male,Yes,0.0,Graduate,No,3727,1775.0,131.0,360.0,1.0,Semiurban,Y,5502.0,0.035139484978540775
LP001732,Male,Yes,2.0,Graduate,,5000,0.0,72.0,360.0,0.0,Semiurban,N,1666.6666666666667,0.014397120575884824
LP001734,Female,Yes,2.0,Graduate,No,4283,2383.0,127.0,360.0,,Semiurban,Y,2222.0,0.02964519140989729
LP001736,Male,Yes,0.0,Graduate,No,2221,0.0,60.0,360.0,0.0,Urban,N,2221.0,0.027002700270027002
LP001743,Male,Yes,2.0,Graduate,No,4009,1717.0,116.0,360.0,1.0,Semiurban,Y,1908.6666666666667,0.02892768079800499
LP001744,Male,No,0.0,Graduate,No,2971,2791.0,144.0,360.0,1.0,Semiurban,Y,5762.0,0.04845222072678331
LP001749,Male,Yes,0.0,Graduate,No,7578,1010.0,175.0,,1.0,Semiurban,Y,8588.0,0.02309011742974007
LP001750,Male,Yes,0.0,Graduate,No,6250,0.0,128.0,360.0,1.0,Semiurban,Y,6250.0,0.020476723724204126
LP001751,Male,Yes,0.0,Graduate,No,3250,0.0,170.0,360.0,1.0,Rural,N,3250.0,0.05229160258382036
LP001754,Male,Yes,,Not Graduate,Yes,4735,0.0,138.0,360.0,1.0,Urban,N,4735.0,0.029138513513513514
LP001758,Male,Yes,2.0,Graduate,No,6250,1695.0,210.0,360.0,1.0,Semiurban,Y,2648.3333333333335,0.0335946248600224
LP001760,Male,,,Graduate,No,4758,0.0,158.0,480.0,1.0,Semiurban,Y,4758.0,0.03320025215381383
LP001761,Male,No,0.0,Graduate,Yes,6400,0.0,200.0,360.0,1.0,Rural,Y,6400.0,0.031245117950320263
LP001765,Male,Yes,1.0,Graduate,No,2491,2054.0,104.0,360.0,1.0,Semiurban,Y,2272.5,0.04173354735152488
LP001768,Male,Yes,0.0,Graduate,,3716,0.0,42.0,180.0,1.0,Rural,Y,3716.0,0.011299435028248588
LP001770,Male,No,0.0,Not Graduate,No,3189,2598.0,120.0,,1.0,Rural,Y,5787.0,0.03761755485893417
LP001776,Female,No,0.0,Graduate,No,8333,0.0,280.0,360.0,1.0,Semiurban,Y,8333.0,0.033597312215022795
LP001778,Male,Yes,1.0,Graduate,No,3155,1779.0,140.0,360.0,1.0,Semiurban,Y,2467.0,0.044359949302915085
LP001784,Male,Yes,1.0,Graduate,No,5500,1260.0,170.0,360.0,1.0,Rural,Y,3380.0,0.03090347209598255
LP001786,Male,Yes,0.0,Graduate,,5746,0.0,255.0,360.0,,Urban,N,5746.0,0.044370976161475555
LP001788,Female,No,0.0,Graduate,Yes,3463,0.0,122.0,360.0,,Urban,Y,3463.0,0.03521939953810624
LP001790,Female,No,1.0,Graduate,No,3812,0.0,112.0,360.0,1.0,Rural,Y,1906.0,0.02937319695777603
LP001792,Male,Yes,1.0,Graduate,No,3315,0.0,96.0,360.0,1.0,Semiurban,Y,1657.5,0.028950542822677925
LP001798,Male,Yes,2.0,Graduate,No,5819,5000.0,120.0,360.0,1.0,Rural,Y,3606.3333333333335,0.020618556701030927
LP001800,Male,Yes,1.0,Not Graduate,No,2510,1983.0,140.0,180.0,1.0,Urban,N,2246.5,0.05575467941059339
LP001806,Male,No,0.0,Graduate,No,2965,5701.0,155.0,60.0,1.0,Urban,Y,8666.0,0.05225893459204316
LP001807,Male,Yes,2.0,Graduate,Yes,6250,1300.0,108.0,360.0,1.0,Rural,Y,2516.6666666666665,0.01727723564229723
LP001811,Male,Yes,0.0,Not Graduate,No,3406,4417.0,123.0,360.0,1.0,Semiurban,Y,7823.0,0.03610214264749046
LP001813,Male,No,0.0,Graduate,Yes,6050,4333.0,120.0,180.0,1.0,Urban,N,10383.0,0.01983143282102132
LP001814,Male,Yes,2.0,Graduate,No,9703,0.0,112.0,360.0,1.0,Urban,Y,3234.3333333333335,0.011541632316570486
LP001819,Male,Yes,1.0,Not Graduate,No,6608,0.0,137.0,180.0,1.0,Urban,Y,3304.0,0.02072930851868664
LP001824,Male,Yes,1.0,Graduate,No,2882,1843.0,123.0,480.0,1.0,Semiurban,Y,2362.5,0.04266389177939646
LP001825,Male,Yes,0.0,Graduate,No,1809,1868.0,90.0,360.0,1.0,Urban,Y,3677.0,0.049723756906077346
LP001835,Male,Yes,0.0,Not Graduate,No,1668,3890.0,201.0,360.0,0.0,Semiurban,N,5558.0,0.12043139604553625
LP001836,Female,No,2.0,Graduate,No,3427,0.0,138.0,360.0,1.0,Urban,N,1142.3333333333333,0.040256709451575265
LP001841,Male,No,0.0,Not Graduate,Yes,2583,2167.0,104.0,360.0,1.0,Rural,Y,4750.0,0.04024767801857585
LP001843,Male,Yes,1.0,Not Graduate,No,2661,7101.0,279.0,180.0,1.0,Semiurban,Y,4881.0,0.1048084147257701
LP001844,Male,No,0.0,Graduate,Yes,16250,0.0,192.0,360.0,0.0,Urban,N,16250.0,0.011814657559534798
LP001846,Female,No,,Graduate,No,3083,0.0,255.0,360.0,1.0,Rural,Y,3083.0,0.08268482490272373
LP001849,Male,No,0.0,Not Graduate,No,6045,0.0,115.0,360.0,0.0,Rural,N,6045.0,0.01902084022494211
LP001854,Male,Yes,,Graduate,No,5250,0.0,94.0,360.0,1.0,Urban,N,5250.0,0.017901352123405066
LP001859,Male,Yes,0.0,Graduate,No,14683,2100.0,304.0,360.0,1.0,Rural,N,16783.0,0.02070280577499319
LP001864,Male,Yes,,Not Graduate,No,4931,0.0,128.0,360.0,,Semiurban,N,4931.0,0.025952960259529603
LP001865,Male,Yes,1.0,Graduate,No,6083,4250.0,330.0,360.0,,Urban,Y,5166.5,0.054240631163708086
LP001868,Male,No,0.0,Graduate,No,2060,2209.0,134.0,360.0,1.0,Semiurban,Y,4269.0,0.06501698204754973
LP001870,Female,No,1.0,Graduate,No,3481,0.0,155.0,36.0,1.0,Semiurban,N,1740.5,0.04451464675473866
LP001871,Female,No,0.0,Graduate,No,7200,0.0,120.0,360.0,1.0,Rural,Y,7200.0,0.016664352173309263
LP001872,Male,No,0.0,Graduate,Yes,5166,0.0,128.0,360.0,1.0,Semiurban,Y,5166.0,0.0247725953164312
LP001875,Male,No,0.0,Graduate,No,4095,3447.0,151.0,360.0,1.0,Rural,Y,7542.0,0.036865234375
LP001877,Male,Yes,2.0,Graduate,No,4708,1387.0,150.0,360.0,1.0,Semiurban,Y,2031.6666666666667,0.03185389679337439
LP001882,Male,Yes,,Graduate,No,4333,1811.0,160.0,360.0,0.0,Urban,Y,6144.0,0.03691739732348869
LP001883,Female,No,0.0,Graduate,,3418,0.0,135.0,360.0,1.0,Rural,N,3418.0,0.03948522959929804
LP001884,Female,No,1.0,Graduate,No,2876,1560.0,90.0,360.0,1.0,Urban,Y,2218.0,0.03128258602711158
LP001888,Female,No,0.0,Graduate,No,3237,0.0,30.0,360.0,1.0,Urban,Y,3237.0,0.00926497838171711
LP001891,Male,Yes,0.0,Graduate,No,11146,0.0,136.0,360.0,1.0,Urban,Y,11146.0,0.01220059208755719
LP001892,Male,No,0.0,Graduate,No,2833,1857.0,126.0,360.0,1.0,Rural,Y,4690.0,0.04446012702893437
LP001894,Male,Yes,0.0,Graduate,No,2620,2223.0,150.0,360.0,1.0,Semiurban,Y,4843.0,0.05723006486074018
LP001896,Male,Yes,2.0,Graduate,No,3900,0.0,90.0,360.0,1.0,Semiurban,Y,1300.0,0.023071007433991285
LP001900,Male,Yes,1.0,Graduate,No,2750,1842.0,115.0,360.0,1.0,Semiurban,Y,2296.0,0.04180298073427845
LP001903,Male,Yes,0.0,Graduate,No,3993,3274.0,207.0,360.0,1.0,Semiurban,Y,7267.0,0.051827741612418626
LP001904,Male,Yes,0.0,Graduate,No,3103,1300.0,80.0,360.0,1.0,Urban,Y,4403.0,0.02577319587628866
LP001907,Male,Yes,0.0,Graduate,No,14583,0.0,436.0,360.0,1.0,Semiurban,Y,14583.0,0.029895776193088315
LP001908,Female,Yes,0.0,Not Graduate,No,4100,0.0,124.0,360.0,,Rural,Y,4100.0,0.03023652767617654
LP001910,Male,No,1.0,Not Graduate,Yes,4053,2426.0,158.0,360.0,0.0,Urban,N,3239.5,0.038973852984706465
LP001914,Male,Yes,0.0,Graduate,No,3927,800.0,112.0,360.0,1.0,Semiurban,Y,4727.0,0.028513238289205704
LP001915,Male,Yes,2.0,Graduate,No,2301,985.7999878,78.0,180.0,1.0,Urban,Y,1095.5999959333333,0.03388357949609035
LP001917,Female,No,0.0,Graduate,No,1811,1666.0,54.0,360.0,1.0,Urban,Y,3477.0,0.029801324503311258
LP001922,Male,Yes,0.0,Graduate,No,20667,0.0,,360.0,1.0,Rural,N,20667.0,0.0
LP001924,Male,No,0.0,Graduate,No,3158,3053.0,89.0,360.0,1.0,Rural,Y,6211.0,0.028173472617917063
LP001925,Female,No,0.0,Graduate,Yes,2600,1717.0,99.0,300.0,1.0,Semiurban,N,4317.0,0.03806228373702422
LP001926,Male,Yes,0.0,Graduate,No,3704,2000.0,120.0,360.0,1.0,Rural,Y,5704.0,0.032388663967611336
LP001931,Female,No,0.0,Graduate,No,4124,0.0,115.0,360.0,1.0,Semiurban,Y,4124.0,0.027878787878787878
LP001935,Male,No,0.0,Graduate,No,9508,0.0,187.0,360.0,1.0,Rural,Y,9508.0,0.019665579976864023
LP001936,Male,Yes,0.0,Graduate,No,3075,2416.0,139.0,360.0,1.0,Rural,Y,5491.0,0.045188556566970094
LP001938,Male,Yes,2.0,Graduate,No,4400,0.0,127.0,360.0,0.0,Semiurban,N,1466.6666666666667,0.028857077936832537
LP001940,Male,Yes,2.0,Graduate,No,3153,1560.0,134.0,360.0,1.0,Urban,Y,1571.0,0.0424857324032974
LP001945,Female,No,,Graduate,No,5417,0.0,143.0,480.0,0.0,Urban,N,5417.0,0.026393503137689185
LP001947,Male,Yes,0.0,Graduate,No,2383,3334.0,172.0,360.0,1.0,Semiurban,Y,5717.0,0.07214765100671142
LP001949,Male,Yes,,Graduate,,4416,1250.0,110.0,360.0,1.0,Urban,Y,5666.0,0.02490378084672855
LP001953,Male,Yes,1.0,Graduate,No,6875,0.0,200.0,360.0,1.0,Semiurban,Y,3437.5,0.029086678301337987
LP001954,Female,Yes,1.0,Graduate,No,4666,0.0,135.0,360.0,1.0,Urban,Y,2333.0,0.028926505249625027
LP001955,Female,No,0.0,Graduate,No,5000,2541.0,151.0,480.0,1.0,Rural,N,7541.0,0.030193961207758448
LP001963,Male,Yes,1.0,Graduate,No,2014,2925.0,113.0,360.0,1.0,Urban,N,2469.5,0.05607940446650124
LP001964,Male,Yes,0.0,Not Graduate,No,1800,2934.0,93.0,360.0,0.0,Urban,N,4734.0,0.051637978900610775
LP001972,Male,Yes,,Not Graduate,No,2875,1750.0,105.0,360.0,1.0,Semiurban,Y,4625.0,0.03650904033379694
LP001974,Female,No,0.0,Graduate,No,5000,0.0,132.0,360.0,1.0,Rural,Y,5000.0,0.026394721055788842
LP001977,Male,Yes,1.0,Graduate,No,1625,1803.0,96.0,360.0,1.0,Urban,Y,1714.0,0.05904059040590406
LP001978,Male,No,0.0,Graduate,No,4000,2500.0,140.0,360.0,1.0,Rural,Y,6500.0,0.03499125218695326
LP001990,Male,No,0.0,Not Graduate,No,2000,0.0,,360.0,1.0,Urban,N,2000.0,0.0
LP001993,Female,No,0.0,Graduate,No,3762,1666.0,135.0,360.0,1.0,Rural,Y,5428.0,0.03587563114536274
LP001994,Female,No,0.0,Graduate,No,2400,1863.0,104.0,360.0,0.0,Urban,N,4263.0,0.043315285297792584
LP001996,Male,No,0.0,Graduate,No,20233,0.0,480.0,360.0,1.0,Rural,N,20233.0,0.023722447365819906
LP001998,Male,Yes,2.0,Not Graduate,No,7667,0.0,185.0,360.0,,Rural,Y,2555.6666666666665,0.02412623891497131
LP002002,Female,No,0.0,Graduate,No,2917,0.0,84.0,360.0,1.0,Semiurban,Y,2917.0,0.02878684030157642
LP002004,Male,No,0.0,Not Graduate,No,2927,2405.0,111.0,360.0,1.0,Semiurban,Y,5332.0,0.03790983606557377
LP002006,Female,No,0.0,Graduate,No,2507,0.0,56.0,360.0,1.0,Rural,Y,2507.0,0.022328548644338118
LP002008,Male,Yes,2.0,Graduate,Yes,5746,0.0,144.0,84.0,,Rural,Y,1915.3333333333333,0.02505655124412737
LP002024,,Yes,0.0,Graduate,No,2473,1843.0,159.0,360.0,1.0,Rural,N,4316.0,0.06426839126919967
LP002031,Male,Yes,1.0,Not Graduate,No,3399,1640.0,111.0,180.0,1.0,Urban,Y,2519.5,0.03264705882352941
LP002035,Male,Yes,2.0,Graduate,No,3717,0.0,120.0,360.0,1.0,Semiurban,Y,1239.0,0.0322754168908015
LP002036,Male,Yes,0.0,Graduate,No,2058,2134.0,88.0,360.0,,Urban,Y,4192.0,0.042739193783389993
LP002043,Female,No,1.0,Graduate,No,3541,0.0,112.0,360.0,,Semiurban,Y,1770.5,0.03162055335968379
LP002050,Male,Yes,1.0,Graduate,Yes,10000,0.0,155.0,360.0,1.0,Rural,N,5000.0,0.015498450154984501
LP002051,Male,Yes,0.0,Graduate,No,2400,2167.0,115.0,360.0,1.0,Semiurban,Y,4567.0,0.04789670970428988
LP002053,Male,Yes,,Graduate,No,4342,189.0,124.0,360.0,1.0,Semiurban,Y,4531.0,0.02855169237854018
LP002054,Male,Yes,2.0,Not Graduate,No,3601,1590.0,,360.0,1.0,Rural,Y,1730.3333333333333,0.0
LP002055,Female,No,0.0,Graduate,No,3166,2985.0,132.0,360.0,,Rural,Y,6151.0,0.04167982317650774
LP002065,Male,Yes,,Graduate,No,15000,0.0,300.0,360.0,1.0,Rural,Y,15000.0,0.01999866675554963
LP002067,Male,Yes,1.0,Graduate,Yes,8666,4983.0,376.0,360.0,0.0,Rural,N,6824.5,0.04338294680973809
LP002068,Male,No,0.0,Graduate,No,4917,0.0,130.0,360.0,0.0,Rural,Y,4917.0,0.026433509556730378
LP002082,Male,Yes,0.0,Graduate,Yes,5818,2160.0,184.0,360.0,1.0,Semiurban,Y,7978.0,0.03162055335968379
LP002086,Female,Yes,0.0,Graduate,No,4333,2451.0,110.0,360.0,1.0,Urban,N,6784.0,0.025380710659898477
LP002087,Female,No,0.0,Graduate,No,2500,0.0,67.0,360.0,1.0,Urban,Y,2500.0,0.026789284286285485
LP002097,Male,No,1.0,Graduate,No,4384,1793.0,117.0,360.0,1.0,Urban,Y,3088.5,0.026681870011402507
LP002098,Male,No,0.0,Graduate,No,2935,0.0,98.0,360.0,1.0,Semiurban,Y,2935.0,0.03337874659400545
LP002100,Male,No,,Graduate,No,2833,0.0,71.0,360.0,1.0,Urban,Y,2833.0,0.025052928722653495
LP002101,Male,Yes,0.0,Graduate,,63337,0.0,490.0,180.0,1.0,Urban,Y,63337.0,0.007736272064163693
LP002103,,Yes,1.0,Graduate,Yes,9833,1833.0,182.0,180.0,1.0,Urban,Y,5833.0,0.018507219849501728
LP002106,Male,Yes,,Graduate,Yes,5503,4490.0,70.0,,1.0,Semiurban,Y,9993.0,0.012718023255813954
LP002110,Male,Yes,1.0,Graduate,,5250,688.0,160.0,360.0,1.0,Rural,Y,2969.0,0.030470386593029898
LP002112,Male,Yes,2.0,Graduate,Yes,2500,4600.0,176.0,360.0,1.0,Rural,Y,2366.6666666666665,0.0703718512594962
LP002113,Female,No,,Not Graduate,No,1830,0.0,,360.0,0.0,Urban,N,1830.0,0.0
LP002114,Female,No,0.0,Graduate,No,4160,0.0,71.0,360.0,1.0,Semiurban,Y,4160.0,0.017063205960105743
LP002115,Male,Yes,,Not Graduate,No,2647,1587.0,173.0,360.0,1.0,Rural,N,4234.0,0.06533232628398791
LP002116,Female,No,0.0,Graduate,No,2378,0.0,46.0,360.0,1.0,Rural,N,2378.0,0.019335855401429174
LP002119,Male,Yes,1.0,Not Graduate,No,4554,1229.0,158.0,360.0,1.0,Urban,Y,2891.5,0.03468715697036224
LP002126,Male,Yes,,Not Graduate,No,3173,0.0,74.0,360.0,1.0,Semiurban,Y,3173.0,0.023314429741650915
LP002128,Male,Yes,2.0,Graduate,,2583,2330.0,125.0,360.0,1.0,Rural,Y,1637.6666666666667,0.04837461300309598
LP002129,Male,Yes,0.0,Graduate,No,2499,2458.0,160.0,360.0,1.0,Semiurban,Y,4957.0,0.064
LP002130,Male,Yes,,Not Graduate,No,3523,3230.0,152.0,360.0,0.0,Rural,N,6753.0,0.043132803632236094
LP002131,Male,Yes,2.0,Not Graduate,No,3083,2168.0,126.0,360.0,1.0,Urban,Y,1750.3333333333333,0.04085603112840467
LP002137,Male,Yes,0.0,Graduate,No,6333,4583.0,259.0,360.0,,Semiurban,Y,10916.0,0.04089043258604357
LP002138,Male,Yes,0.0,Graduate,No,2625,6250.0,187.0,360.0,1.0,Rural,Y,8875.0,0.07121096725057122
LP002139,Male,Yes,0.0,Graduate,No,9083,0.0,228.0,360.0,1.0,Semiurban,Y,9083.0,0.02509907529722589
LP002140,Male,No,0.0,Graduate,No,8750,4167.0,308.0,360.0,1.0,Rural,N,12917.0,0.03519597760255971
LP002141,Male,Yes,,Graduate,No,2666,2083.0,95.0,360.0,1.0,Rural,Y,4749.0,0.03562054743157105
LP002142,Female,Yes,0.0,Graduate,Yes,5500,0.0,105.0,360.0,0.0,Rural,N,5500.0,0.019087438647518634
LP002143,Female,Yes,0.0,Graduate,No,2423,505.0,130.0,360.0,1.0,Semiurban,Y,2928.0,0.05363036303630363
LP002144,Female,No,,Graduate,No,3813,0.0,116.0,180.0,1.0,Urban,Y,3813.0,0.030414263240692185
LP002149,Male,Yes,2.0,Graduate,No,8333,3167.0,165.0,360.0,1.0,Rural,Y,3833.3333333333335,0.019798416126709864
LP002151,Male,Yes,1.0,Graduate,No,3875,0.0,67.0,360.0,1.0,Urban,N,1937.5,0.017285861713106296
LP002158,Male,Yes,0.0,Not Graduate,No,3000,1666.0,100.0,480.0,0.0,Urban,N,4666.0,0.03332222592469177
LP002160,Male,Yes,,Graduate,No,5167,3167.0,200.0,360.0,1.0,Semiurban,Y,8334.0,0.03869969040247678
LP002161,Female,No,1.0,Graduate,No,4723,0.0,81.0,360.0,1.0,Semiurban,N,2361.5,0.01714648602878916
LP002170,Male,Yes,2.0,Graduate,No,5000,3667.0,236.0,360.0,1.0,Semiurban,Y,2889.0,0.047190561887622474
LP002175,Male,Yes,0.0,Graduate,No,4750,2333.0,130.0,360.0,1.0,Urban,Y,7083.0,0.02736266049252789
LP002178,Male,Yes,0.0,Graduate,No,3013,3033.0,95.0,300.0,,Urban,Y,6046.0,0.03151957531519575
LP002180,Male,No,0.0,Graduate,Yes,6822,0.0,141.0,360.0,1.0,Rural,Y,6822.0,0.020665396453173092
LP002181,Male,No,0.0,Not Graduate,No,6216,0.0,133.0,360.0,1.0,Rural,N,6216.0,0.021392954801351134
LP002187,Male,No,0.0,Graduate,No,2500,0.0,96.0,480.0,1.0,Semiurban,N,2500.0,0.03838464614154338
LP002188,Male,No,0.0,Graduate,No,5124,0.0,124.0,,0.0,Rural,N,5124.0,0.024195121951219513
LP002190,Male,Yes,1.0,Graduate,No,6325,0.0,175.0,360.0,1.0,Semiurban,Y,3162.5,0.027663610496364212
LP002191,Male,Yes,0.0,Graduate,No,19730,5266.0,570.0,360.0,1.0,Rural,N,24996.0,0.028888551011099287
LP002194,Female,No,0.0,Graduate,Yes,15759,0.0,55.0,360.0,1.0,Semiurban,Y,15759.0,0.0034898477157360407
LP002197,Male,Yes,2.0,Graduate,No,5185,0.0,155.0,360.0,1.0,Semiurban,Y,1728.3333333333333,0.029888160431932126
LP002201,Male,Yes,2.0,Graduate,Yes,9323,7873.0,380.0,300.0,1.0,Rural,Y,5732.0,0.04075504075504076
LP002205,Male,No,1.0,Graduate,No,3062,1987.0,111.0,180.0,0.0,Urban,N,2524.5,0.03623898139079334
LP002209,Female,No,0.0,Graduate,,2764,1459.0,110.0,360.0,1.0,Urban,Y,4223.0,0.039783001808318265
LP002211,Male,Yes,0.0,Graduate,No,4817,923.0,120.0,180.0,1.0,Urban,Y,5740.0,0.024906600249066
LP002219,Male,Yes,,Graduate,No,8750,4996.0,130.0,360.0,1.0,Rural,Y,13746.0,0.014855445091989487
LP002223,Male,Yes,0.0,Graduate,No,4310,0.0,130.0,360.0,,Semiurban,Y,4310.0,0.03015541637671074
LP002224,Male,No,0.0,Graduate,No,3069,0.0,71.0,480.0,1.0,Urban,N,3069.0,0.023127035830618894
LP002225,Male,Yes,2.0,Graduate,No,5391,0.0,130.0,360.0,1.0,Urban,Y,1797.0,0.02410979228486647
LP002226,Male,Yes,0.0,Graduate,,3333,2500.0,128.0,360.0,1.0,Semiurban,Y,5833.0,0.03839232153569286
LP002229,Male,No,0.0,Graduate,No,5941,4232.0,296.0,360.0,1.0,Semiurban,Y,10173.0,0.049814877145742176
LP002231,Female,No,0.0,Graduate,No,6000,0.0,156.0,360.0,1.0,Urban,Y,6000.0,0.02599566738876854
LP002234,Male,No,0.0,Graduate,Yes,7167,0.0,128.0,360.0,1.0,Urban,Y,7167.0,0.017857142857142856
LP002236,Male,Yes,2.0,Graduate,No,4566,0.0,100.0,360.0,1.0,Urban,N,1522.0,0.02189621195533173
LP002237,Male,No,1.0,Graduate,,3667,0.0,113.0,180.0,1.0,Urban,Y,1833.5,0.030806979280261722
LP002239,Male,No,0.0,Not Graduate,No,2346,1600.0,132.0,360.0,1.0,Semiurban,Y,3946.0,0.05624201107797188
LP002243,Male,Yes,0.0,Not Graduate,No,3010,3136.0,,360.0,0.0,Urban,N,6146.0,0.0
LP002244,Male,Yes,0.0,Graduate,No,2333,2417.0,136.0,360.0,1.0,Urban,Y,4750.0,0.05826906598114824
LP002250,Male,Yes,0.0,Graduate,No,5488,0.0,125.0,360.0,1.0,Rural,Y,5488.0,0.02277281836400073
LP002255,Male,No,,Graduate,No,9167,0.0,185.0,360.0,1.0,Rural,Y,9167.0,0.02017888307155323
LP002262,Male,Yes,,Graduate,No,9504,0.0,275.0,360.0,1.0,Rural,Y,9504.0,0.028932140978432403
LP002263,Male,Yes,0.0,Graduate,No,2583,2115.0,120.0,360.0,,Urban,Y,4698.0,0.04643962848297214
LP002265,Male,Yes,2.0,Not Graduate,No,1993,1625.0,113.0,180.0,1.0,Semiurban,Y,1206.0,0.05667001003009027
LP002266,Male,Yes,2.0,Graduate,No,3100,1400.0,113.0,360.0,1.0,Urban,Y,1500.0,0.03643985811028701
LP002272,Male,Yes,2.0,Graduate,No,3276,484.0,135.0,360.0,,Semiurban,Y,1253.3333333333333,0.0411962160512664
LP002277,Female,No,0.0,Graduate,No,3180,0.0,71.0,360.0,0.0,Urban,N,3180.0,0.022320025149324112
LP002281,Male,Yes,0.0,Graduate,No,3033,1459.0,95.0,360.0,1.0,Urban,Y,4492.0,0.031311799604482535
LP002284,Male,No,0.0,Not Graduate,No,3902,1666.0,109.0,360.0,1.0,Rural,Y,5568.0,0.02792723545990264
LP002287,Female,No,0.0,Graduate,No,1500,1800.0,103.0,360.0,0.0,Semiurban,N,3300.0,0.06862091938707528
LP002288,Male,Yes,2.0,Not Graduate,No,2889,0.0,45.0,180.0,0.0,Urban,N,963.0,0.015570934256055362
LP002296,Male,No,0.0,Not Graduate,No,2755,0.0,65.0,300.0,1.0,Rural,N,2755.0,0.02358490566037736
LP002297,Male,No,0.0,Graduate,No,2500,20000.0,103.0,360.0,1.0,Semiurban,Y,22500.0,0.04118352658936426
LP002300,Female,No,0.0,Not Graduate,No,1963,0.0,53.0,360.0,1.0,Semiurban,Y,1963.0,0.0269857433808554
LP002301,Female,No,0.0,Graduate,Yes,7441,0.0,194.0,360.0,1.0,Rural,N,7441.0,0.026068261220102123
LP002305,Female,No,0.0,Graduate,No,4547,0.0,115.0,360.0,1.0,Semiurban,Y,4547.0,0.0252858399296394
LP002308,Male,Yes,0.0,Not Graduate,No,2167,2400.0,115.0,360.0,1.0,Urban,Y,4567.0,0.05304428044280443
LP002314,Female,No,0.0,Not Graduate,No,2213,0.0,66.0,360.0,1.0,Rural,Y,2213.0,0.02981029810298103
LP002315,Male,Yes,1.0,Graduate,No,8300,0.0,152.0,300.0,0.0,Semiurban,N,4150.0,0.018311046861823877
